,date,place,race_num,race_rank,position,goal,id,name,tenji,shinnyu,start,time,weather,wind_dir,wind_st,wave,kimarite,age,belongs,weight,player_rank,country_win,country_sub,local_win,local_sub,motor,boat
1046,180127,常滑,7,予選,3,4,4466,南佑典,6.75,3,0.11,1.54.9,晴,北西,7,5,まくり,31,三重,50,A2,5.28,35.35,6.07,33.33,40.74,31.78
1047,180127,常滑,7,予選,4,1,3952,中澤和志,6.83,4,0.12,1.52.4,晴,北西,7,5,まくり,41,埼玉,54,A1,6.7,46.9,6.96,52.0,21.43,34.11
1048,180127,常滑,7,予選,5,5,3579,中里優子,6.81,5,0.15,.,晴,北西,7,5,まくり,45,埼玉,49,A2,5.61,40.23,5.84,41.82,44.44,28.13
1049,180127,常滑,7,予選,6,3,4660,宇田川信一,6.7,6,0.06,1.54.8,晴,北西,7,5,まくり,26,東京,51,B1,4.5,20.59,4.33,33.33,29.03,34.85
1050,180127,常滑,8,予選,1,1,4215,吉島祥之,6.65,1,0.11,1.14.3,晴,北西,7,6,逃げ,33,愛知,55,A2,5.61,35.94,6.82,56.0,19.23,33.06
1051,180127,常滑,8,予選,2,3,3745,橋本年光,6.79,2,0.15,1.16.0,晴,北西,7,6,逃げ,43,兵庫,52,A2,5.79,33.33,6.31,39.22,25.0,43.94
1052,180127,常滑,8,予選,3,2,3851,森田昭彦,6.72,3,0.2,1.15.3,晴,北西,7,6,逃げ,45,福岡,58,B1,3.51,15.38,4.4,40.0,44.12,31.78
1053,180127,常滑,8,予選,4,6,3232,山川美由紀,6.68,4,0.21,.,晴,北西,7,6,逃げ,51,香川,46,A1,6.59,47.86,8.09,70.59,18.75,30.95
1054,180127,常滑,8,予選,5,4,3708,岡部貴司,6.68,5,0.23,1.16.2,晴,北西,7,6,逃げ,43,岡山,55,A2,5.47,35.96,6.83,62.5,30.3,26.23
1055,180127,常滑,8,予選,6,5,3519,冨田秀幸,6.72,6,0.25,.,晴,北西,7,6,逃げ,49,愛知,50,B2,3.14,14.29,5.06,19.23,15.63,23.85
1056,180127,常滑,9,予選,1,1,3616,中村真,6.65,1,0.07,1.14.0,晴,北西,7,6,逃げ,44,福岡,53,A2,5.45,38.24,4.21,17.24,24.24,37.78
1057,180127,常滑,9,予選,2,4,4195,前川守嗣,6.7,2,0.12,1.17.1,晴,北西,7,6,逃げ,35,福岡,56,B1,4.84,27.27,5.71,42.86,64.71,38.81
1058,180127,常滑,9,予選,3,3,3990,芹澤克彦,6.74,3,0.12,1.16.6,晴,北西,7,6,逃げ,39,静岡,51,A2,5.73,37.69,5.71,39.47,47.37,22.0
1059,180127,常滑,9,予選,4,5,4512,高野哲史,6.76,4,0.12,.,晴,北西,7,6,逃げ,28,兵庫,52,A1,6.51,51.3,7.04,50.0,26.92,19.49
1060,180127,常滑,9,予選,5,6,5013,山下夏鈴,6.81,6,0.08,.,晴,北西,7,6,逃げ,20,三重,45,B2,1.13,0.0,0.0,0.0,13.33,47.33
1061,180127,常滑,9,予選,6,2,3656,伯母芳恒,6.75,5,0.11,1.15.2,晴,北西,7,6,逃げ,44,東京,53,A1,5.8,39.37,6.94,52.83,33.33,34.11
1062,180127,常滑,10,予選特賞,1,1,4522,古澤光紀,6.64,1,0.14,1.14.0,晴,北西,7,6,逃げ,30,福岡,54,A1,6.6,54.96,5.15,35.29,40.63,39.23
1063,180127,常滑,10,予選特賞,2,3,3771,折下寛法,6.73,2,0.2,1.16.5,晴,北西,7,6,逃げ,43,東京,53,A2,5.92,44.34,6.54,58.33,25.0,29.75
1064,180127,常滑,10,予選特賞,3,2,3436,柏野幸二,6.68,3,0.25,1.15.5,晴,北西,7,6,逃げ,48,岡山,50,A1,6.73,53.39,6.72,61.11,39.29,30.77
1065,180127,常滑,10,予選特賞,4,6,3461,渡邊哲也,6.76,4,0.42,.,晴,北西,7,6,逃げ,51,静岡,54,B1,5.09,28.57,4.47,23.33,25.0,35.96
1066,180127,常滑,10,予選特賞,5,5,4581,吉村誠,6.69,5,0.26,.,晴,北西,7,6,逃げ,28,静岡,50,B1,5.47,35.8,5.7,37.04,32.14,45.8
1067,180127,常滑,10,予選特賞,6,4,4236,松村敏,6.69,6,0.23,1.17.7,晴,北西,7,6,逃げ,34,福岡,53,A1,7.37,56.78,8.33,80.0,38.71,35.2
1068,180127,常滑,11,予選特選,1,2,3952,中澤和志,6.64,1,0.14,1.15.4,晴,北西,7,6,抜き,41,埼玉,54,A1,6.7,46.9,6.96,52.0,21.43,34.11
1069,180127,常滑,11,予選特選,2,1,3463,乙津康志,6.61,2,0.17,1.15.0,晴,北西,7,6,抜き,50,東京,51,A2,5.49,43.2,6.06,49.02,25.81,41.67
1070,180127,常滑,11,予選特選,3,3,3499,市川哲也,6.71,3,0.15,1.16.3,晴,北西,7,6,抜き,49,広島,50,A1,6.24,43.92,7.56,61.54,44.12,35.38
1071,180127,常滑,11,予選特選,4,6,3533,佐川正道,6.64,4,0.15,.,晴,北西,7,6,抜き,45,埼玉,49,B1,5.14,31.31,6.55,51.61,43.75,23.73
1072,180127,常滑,11,予選特選,5,4,4759,今泉友吾,6.6,5,0.19,1.17.2,晴,北西,7,6,抜き,28,東京,50,A2,5.47,29.17,5.0,28.57,39.39,26.56
1073,180127,常滑,11,予選特選,6,5,3552,片山竜輔,6.61,6,0.11,.,晴,北西,7,6,抜き,46,岡山,53,A2,5.4,36.89,4.64,28.57,65.0,31.25
1074,180127,常滑,12,予選特選,1,1,3232,山川美由紀,6.63,1,0.22,1.14.2,晴,北西,7,6,逃げ,51,香川,46,A1,6.59,47.86,8.09,70.59,18.75,30.95
1075,180127,常滑,12,予選特選,2,4,3604,武藤綾子,6.73,2,0.18,1.16.6,晴,北西,7,6,逃げ,47,福岡,48,B1,4.87,25.93,4.61,17.86,26.92,30.08
1076,180127,常滑,12,予選特選,3,5,3579,中里優子,6.79,3,0.17,.,晴,北西,7,6,逃げ,45,埼玉,49,A2,5.61,40.23,5.84,41.82,44.44,28.13
1077,180127,常滑,12,予選特選,4,K,3611,岩崎芳美,K,.,K,.,晴,北西,7,6,逃げ,45,徳島,48,A2,6.35,45.22,5.59,35.29,30.77,38.64
1078,180127,常滑,12,予選特選,5,3,4678,水野望美,6.75,4,0.17,1.15.8,晴,北西,7,6,逃げ,29,愛知,45,B1,5.15,24.05,5.19,31.13,31.25,31.25
1079,180127,常滑,12,予選特選,6,2,4589,塩崎桐加,6.67,5,0.2,1.15.2,晴,北西,7,6,逃げ,25,三重,49,B2,7.89,66.67,0.0,0.0,28.0,30.39
1080,180128,常滑,1,一般,1,2,3516,吉原聖人,6.7,1,0.09,1.50.7,曇り,北東,1,0,差し,50,広島,51,B1,4.39,24.27,5.69,38.89,25.0,36.76
1081,180128,常滑,1,一般,2,1,4773,中川りな,6.66,2,0.1,1.49.0,曇り,北東,1,0,差し,24,福岡,49,B1,4.86,33.33,2.56,11.11,29.03,33.85
1082,180128,常滑,1,一般,3,3,3519,冨田秀幸,6.76,3,0.17,1.53.9,曇り,北東,1,0,差し,49,愛知,50,B2,3.14,14.29,5.06,19.23,15.63,23.85
1083,180128,常滑,1,一般,4,5,5013,山下夏鈴,6.83,6,0.13,.,曇り,北東,1,0,差し,20,三重,45,B2,1.13,0.0,0.0,0.0,13.33,47.33
1084,180128,常滑,1,一般,5,4,4897,深見亜由美,6.78,5,0.24,1.54.9,曇り,北東,1,0,差し,26,愛知,45,B1,2.3,3.77,2.48,6.45,21.43,36.57
1085,180128,常滑,1,一般,6,6,3579,中里優子,6.79,4,0.31,.,曇り,北東,1,0,差し,45,埼玉,49,A2,5.61,40.23,5.84,41.82,44.44,28.13
1086,180128,常滑,2,一般,1,1,3461,渡邊哲也,6.82,1,0.15,1.49.3,曇り,北,1,0,逃げ,51,静岡,54,B1,5.09,28.57,4.47,23.33,25.0,35.96
1087,180128,常滑,2,一般,2,2,4626,伊藤紘章,6.76,3,0.19,1.50.0,曇り,北,1,0,逃げ,31,愛知,52,B1,4.08,16.87,4.96,27.4,31.25,30.23
1088,180128,常滑,2,一般,3,4,4466,南佑典,6.78,2,0.35,1.51.3,曇り,北,1,0,逃げ,31,三重,50,A2,5.28,35.35,6.07,33.33,40.74,31.78
1089,180128,常滑,2,一般,4,6,4943,八木治樹,6.79,4,0.13,.,曇り,北,1,0,逃げ,26,愛知,52,B1,2.67,3.64,2.29,4.76,33.33,34.17
1090,180128,常滑,2,一般,5,3,4962,畑竜生,6.77,5,0.14,1.51.3,曇り,北,1,0,逃げ,21,三重,51,B1,2.93,10.0,1.58,0.0,57.14,38.81
1091,180128,常滑,2,一般,6,5,3604,武藤綾子,6.84,6,0.16,.,曇り,北,1,0,逃げ,47,福岡,48,B1,4.87,25.93,4.61,17.86,26.92,30.08
1092,180128,常滑,3,一般,1,3,3851,森田昭彦,6.73,2,0.16,1.52.9,曇り,北東,1,0,逃げ,45,福岡,58,B1,3.51,15.38,4.4,40.0,44.12,31.78
1093,180128,常滑,3,一般,2,1,4310,横家翔一,6.76,1,0.13,1.49.8,曇り,北東,1,0,逃げ,34,愛知,55,B1,3.5,16.0,4.0,18.18,26.67,18.37
1094,180128,常滑,3,一般,3,5,3232,山川美由紀,6.76,3,0.13,.,曇り,北東,1,0,逃げ,51,香川,46,A1,6.59,47.86,8.09,70.59,18.75,30.95
1095,180128,常滑,3,一般,4,2,4660,宇田川信一,6.7,4,0.12,1.51.9,曇り,北東,1,0,逃げ,26,東京,51,B1,4.5,20.59,4.33,33.33,29.03,34.85
1096,180128,常滑,3,一般,5,4,3596,河上年昭,6.75,5,0.18,1.53.1,曇り,北東,1,0,逃げ,48,埼玉,55,B1,4.51,22.55,4.67,29.63,51.43,33.33
1097,180128,常滑,3,一般,6,6,4861,田中宏樹,6.78,6,0.17,.,曇り,北東,1,0,逃げ,29,福岡,52,B1,4.06,19.05,4.33,33.33,21.43,26.4
1098,180128,常滑,4,一般,1,4,4678,水野望美,6.73,1,0.21,1.53.2,曇り,北東,1,0,まくり,29,愛知,45,B1,5.15,24.05,5.19,31.13,31.25,31.25
1099,180128,常滑,4,一般,2,1,3656,伯母芳恒,6.75,2,0.13,1.49.9,曇り,北東,1,0,まくり,44,東京,53,A1,5.8,39.37,6.94,52.83,33.33,34.11
1100,180128,常滑,4,一般,3,3,4236,松村敏,6.76,3,0.13,1.52.7,曇り,北東,1,0,まくり,34,福岡,53,A1,7.37,56.78,8.33,80.0,38.71,32.58
1101,180128,常滑,4,一般,4,5,3463,乙津康志,6.7,4,0.24,.,曇り,北東,1,0,まくり,50,東京,51,A2,5.49,43.2,6.06,49.02,25.81,41.67
1102,180128,常滑,4,一般,5,6,4105,松下直也,6.75,5,0.27,.,曇り,北東,1,0,まくり,38,兵庫,51,B1,5.0,28.44,5.35,39.53,32.26,42.11
1103,180128,常滑,4,一般,6,2,4077,品田直樹,6.69,6,0.25,1.50.2,曇り,北東,1,0,まくり,39,東京,50,B1,5.04,28.71,4.86,25.71,46.43,23.08
1104,180128,常滑,5,一般,1,3,4759,今泉友吾,6.68,1,0.23,1.56.4,曇り,北東,2,1,まくり,28,東京,50,A2,5.47,29.17,5.0,28.57,39.39,26.56
1105,180128,常滑,5,一般,2,2,4512,高野哲史,6.78,2,0.19,1.54.1,曇り,北東,2,1,まくり,28,兵庫,52,A1,6.51,51.3,7.04,50.0,26.92,19.49
1106,180128,常滑,5,一般,3,S1,4581,吉村誠,6.72,4,0.13,.,曇り,北東,2,1,まくり,28,静岡,50,B1,5.47,35.8,5.7,37.04,32.14,45.8
1107,180128,常滑,5,一般,4,1,3708,岡部貴司,6.76,3,0.13,1.52.9,曇り,北東,2,1,まくり,43,岡山,55,A2,5.47,35.96,6.83,62.5,30.3,26.23
1108,180128,常滑,5,一般,5,5,3616,中村真,6.8,5,0.02,.,曇り,北東,2,1,まくり,44,福岡,53,A2,5.45,38.24,4.21,17.24,24.24,37.78
1109,180128,常滑,5,一般,6,4,4897,深見亜由美,6.79,6,0.09,1.57.0,曇り,北東,2,1,まくり,26,愛知,45,B1,2.3,3.77,2.48,6.45,21.43,36.57
1110,180128,常滑,6,一般,1,1,4195,前川守嗣,6.74,1,0.15,1.49.0,曇り,北東,3,2,逃げ,35,福岡,56,B1,4.84,27.27,5.71,42.86,64.71,38.81
1111,180128,常滑,6,一般,2,4,3990,芹澤克彦,6.78,2,0.17,1.53.2,曇り,北東,3,2,逃げ,39,静岡,51,A2,5.73,37.69,5.71,39.47,47.37,22.0
1112,180128,常滑,6,一般,3,3,4522,古澤光紀,6.78,3,0.21,1.51.9,曇り,北東,3,2,逃げ,30,福岡,54,A1,6.6,54.96,5.15,35.29,40.63,39.23
1113,180128,常滑,6,一般,4,2,3436,柏野幸二,6.69,4,0.21,1.49.9,曇り,北東,3,2,逃げ,48,岡山,50,A1,6.73,53.39,6.72,61.11,39.29,30.77
1114,180128,常滑,6,一般,5,5,3552,片山竜輔,6.74,5,0.35,.,曇り,北東,3,2,逃げ,46,岡山,53,A2,5.4,36.89,4.64,28.57,65.0,31.25
1115,180128,常滑,6,一般,6,6,4626,伊藤紘章,6.82,6,0.43,.,曇り,北東,3,2,逃げ,31,愛知,52,B1,4.08,16.87,4.96,27.4,31.25,30.23
1116,180128,常滑,7,一般,1,1,3745,橋本年光,6.84,1,0.07,1.49.0,曇り,北東,2,1,逃げ,43,兵庫,52,A2,5.79,33.33,6.31,39.22,25.0,43.94
1117,180128,常滑,7,一般,2,5,3596,河上年昭,6.78,2,0.12,.,曇り,北東,2,1,逃げ,48,埼玉,55,B1,4.51,22.55,4.67,29.63,51.43,33.33
1118,180128,常滑,7,一般,3,3,4660,宇田川信一,6.76,3,0.14,1.52.0,曇り,北東,2,1,逃げ,26,東京,51,B1,4.5,20.59,4.33,33.33,29.03,34.85
1119,180128,常滑,7,一般,4,4,3952,中澤和志,6.8,4,0.14,1.53.1,曇り,北東,2,1,逃げ,41,埼玉,54,A1,6.7,46.9,6.96,52.0,21.43,34.11
1120,180128,常滑,7,一般,5,2,4215,吉島祥之,6.83,5,0.15,1.51.0,曇り,北東,2,1,逃げ,33,愛知,55,A2,5.61,35.94,6.82,56.0,19.23,33.06
1121,180128,常滑,7,一般,6,6,3771,折下寛法,6.8,6,0.14,.,曇り,北東,2,1,逃げ,43,東京,53,A2,5.92,44.34,6.54,58.33,25.0,29.75
1122,180128,常滑,8,一般,1,2,3533,佐川正道,6.76,1,0.25,1.51.1,曇り,北東,2,1,差し,45,埼玉,49,B1,5.14,31.31,6.55,51.61,43.75,23.73
1123,180128,常滑,8,一般,2,5,4861,田中宏樹,6.78,2,0.2,.,曇り,北東,2,1,差し,29,福岡,52,B1,4.06,19.05,4.33,33.33,21.43,26.4
1124,180128,常滑,8,一般,3,3,4105,松下直也,6.81,3,0.2,1.52.0,曇り,北東,2,1,差し,38,兵庫,51,B1,5.0,28.44,5.35,39.53,32.26,42.11
1125,180128,常滑,8,一般,4,1,3499,市川哲也,6.81,4,0.16,1.49.7,曇り,北東,2,1,差し,49,広島,50,A1,6.24,43.92,7.56,61.54,44.12,35.38
1126,180128,常滑,8,一般,5,S1,4943,八木治樹,6.83,5,0.14,.,曇り,北東,2,1,差し,26,愛知,52,B1,2.67,3.64,2.29,4.76,33.33,34.17
1127,180128,常滑,8,一般,6,4,4962,畑竜生,6.83,6,0.14,1.56.7,曇り,北東,2,1,差し,21,三重,51,B1,2.93,10.0,1.58,0.0,57.14,38.81
1128,180128,常滑,9,一般,1,6,3708,岡部貴司,6.69,1,0.25,.,雪,無風,0,0,まくり差し,43,岡山,55,A2,5.47,35.96,6.83,62.5,30.3,26.23
1129,180128,常滑,9,一般,2,4,4077,品田直樹,6.72,2,0.18,1.52.2,雪,無風,0,0,まくり差し,39,東京,50,B1,5.04,28.71,4.86,25.71,46.43,23.08
1130,180128,常滑,9,一般,3,3,4589,塩崎桐加,6.76,3,0.3,1.52.2,雪,無風,0,0,まくり差し,25,三重,49,B2,7.89,66.67,0.0,0.0,28.0,30.39
1131,180128,常滑,9,一般,4,5,4236,松村敏,6.78,4,0.07,.,雪,無風,0,0,まくり差し,34,福岡,53,A1,7.37,56.78,8.33,80.0,38.71,32.58
1132,180128,常滑,9,一般,5,1,4512,高野哲史,6.77,5,0.12,1.49.2,雪,無風,0,0,まくり差し,28,兵庫,52,A1,6.51,51.3,7.04,50.0,26.92,19.49
1133,180128,常滑,9,一般,6,2,4466,南佑典,6.82,6,0.18,1.50.7,雪,無風,0,0,まくり差し,31,三重,50,A2,5.28,35.35,6.07,33.33,40.74,31.78
1134,180128,常滑,10,準優勝戦,1,3,3463,乙津康志,6.7,1,0.27,1.52.4,雪,西,1,0,まくり,50,東京,51,A2,5.49,43.2,6.06,49.02,25.81,41.67
1135,180128,常滑,10,準優勝戦,2,5,4678,水野望美,6.73,2,0.28,.,雪,西,1,0,まくり,29,愛知,45,B1,5.15,24.05,5.19,31.13,31.25,31.25
1136,180128,常滑,10,準優勝戦,3,2,4195,前川守嗣,6.73,3,0.25,1.50.4,雪,西,1,0,まくり,35,福岡,56,B1,4.84,27.27,5.71,42.86,64.71,38.81
1137,180128,常滑,10,準優勝戦,4,1,4522,古澤光紀,6.75,5,0.11,1.48.9,雪,西,1,0,まくり,30,福岡,54,A1,6.6,54.96,5.15,35.29,40.63,39.23
1138,180128,常滑,10,準優勝戦,5,4,3851,森田昭彦,6.75,6,0.18,1.53.5,雪,西,1,0,まくり,45,福岡,58,B1,3.51,15.38,4.4,40.0,44.12,31.78
1139,180128,常滑,10,準優勝戦,6,6,4310,横家翔一,6.73,4,0.28,.,雪,西,1,0,まくり,34,愛知,55,B1,3.5,16.0,4.0,18.18,26.67,18.37
1140,180128,常滑,11,準優勝戦,1,1,3952,中澤和志,6.71,1,0.08,1.48.7,曇り,北西,1,0,逃げ,41,埼玉,54,A1,6.7,46.9,6.96,52.0,21.43,34.11
1141,180128,常滑,11,準優勝戦,2,4,3552,片山竜輔,6.69,2,0.09,1.51.6,曇り,北西,1,0,逃げ,46,岡山,53,A2,5.4,36.89,4.64,28.57,65.0,31.25
1142,180128,常滑,11,準優勝戦,3,6,3616,中村真,6.73,3,0.12,.,曇り,北西,1,0,逃げ,44,福岡,53,A2,5.45,38.24,4.21,17.24,24.24,37.78
1143,180128,常滑,11,準優勝戦,4,2,4759,今泉友吾,6.66,4,0.17,1.50.0,曇り,北西,1,0,逃げ,28,東京,50,A2,5.47,29.17,5.0,28.57,39.39,26.56
1144,180128,常滑,11,準優勝戦,5,3,3990,芹澤克彦,6.74,5,0.1,1.50.1,曇り,北西,1,0,逃げ,39,静岡,51,A2,5.73,37.69,5.71,39.47,47.37,22.0
1145,180128,常滑,11,準優勝戦,6,5,3745,橋本年光,6.75,6,0.12,.,曇り,北西,1,0,逃げ,43,兵庫,52,A2,5.79,33.33,6.31,39.22,25.0,43.94
1146,180128,常滑,12,準優勝戦,1,1,3499,市川哲也,6.77,1,0.06,1.49.1,曇り,北,1,0,逃げ,49,広島,50,A1,6.24,43.92,7.56,61.54,44.12,35.38
1147,180128,常滑,12,準優勝戦,2,2,3436,柏野幸二,6.71,2,0.06,1.49.8,曇り,北,1,0,逃げ,48,岡山,50,A1,6.73,53.39,6.72,61.11,39.29,30.77
1148,180128,常滑,12,準優勝戦,3,3,4215,吉島祥之,6.75,3,0.05,1.51.8,曇り,北,1,0,逃げ,33,愛知,55,A2,5.61,35.94,6.82,56.0,19.23,33.06
1149,180128,常滑,12,準優勝戦,4,4,4581,吉村誠,6.7,4,0.1,1.52.3,曇り,北,1,0,逃げ,28,静岡,50,B1,5.47,35.8,5.7,37.04,32.14,45.8
1150,180128,常滑,12,準優勝戦,5,5,3656,伯母芳恒,6.73,5,0.1,.,曇り,北,1,0,逃げ,44,東京,53,A1,5.8,39.37,6.94,52.83,33.33,34.11
1151,180128,常滑,12,準優勝戦,6,6,3232,山川美由紀,6.71,6,0.15,.,曇り,北,1,0,逃げ,51,香川,46,A1,6.59,47.86,8.09,70.59,18.75,30.95
1152,180129,常滑,1,一般,1,3,3604,武藤綾子,6.7,1,0.07,1.54.3,晴,西,5,4,差し,47,福岡,48,B1,4.87,25.93,4.61,17.86,26.92,30.08
1153,180129,常滑,1,一般,2,1,3579,中里優子,6.76,2,0.1,1.51.7,晴,西,5,4,差し,45,埼玉,49,A2,5.61,40.23,5.84,41.82,44.44,28.13
1154,180129,常滑,1,一般,3,4,3596,河上年昭,6.7,3,0.12,1.55.7,晴,西,5,4,差し,48,埼玉,55,B1,4.51,22.55,4.67,29.63,51.43,33.33
1155,180129,常滑,1,一般,4,2,4105,松下直也,6.67,4,0.22,1.53.4,晴,西,5,4,差し,38,兵庫,51,B1,5.0,28.44,5.35,39.53,32.26,42.11
1156,180129,常滑,1,一般,5,6,5013,山下夏鈴,6.72,6,0.32,.,晴,西,5,4,差し,20,三重,45,B2,1.13,0.0,0.0,0.0,13.33,47.33
1157,180129,常滑,1,一般,6,5,4943,八木治樹,6.68,5,0.28,.,晴,西,5,4,差し,26,愛知,52,B1,2.67,3.64,2.29,4.76,33.33,35.34
1158,180129,常滑,2,一般,1,1,4861,田中宏樹,6.72,1,0.11,1.52.0,晴,西,6,5,逃げ,29,福岡,52,B1,4.06,19.05,4.33,33.33,21.43,38.24
1159,180129,常滑,2,一般,2,2,4466,南佑典,6.7,2,0.11,1.52.6,晴,西,6,5,逃げ,31,三重,50,A2,5.28,35.35,6.07,33.33,40.74,31.78
1160,180129,常滑,2,一般,3,3,3771,折下寛法,6.69,3,0.12,1.54.2,晴,西,6,5,逃げ,43,東京,53,A2,5.92,44.34,6.54,58.33,25.0,29.75
1161,180129,常滑,2,一般,4,4,4897,深見亜由美,6.68,4,0.18,1.55.5,晴,西,6,5,逃げ,26,愛知,45,B1,2.3,3.77,2.48,6.45,21.43,36.57
1162,180129,常滑,2,一般,5,6,3519,冨田秀幸,6.69,5,0.19,.,晴,西,6,5,逃げ,49,愛知,50,B2,3.14,14.29,5.06,19.23,15.63,23.85
1163,180129,常滑,2,一般,6,5,4962,畑竜生,6.7,6,0.17,.,晴,西,6,5,逃げ,21,三重,51,B1,2.93,10.0,1.58,0.0,57.14,38.81
1164,180129,常滑,3,一般,1,5,4626,伊藤紘章,6.66,1,0.25,.,晴,西,6,5,まくり,31,愛知,52,B1,4.08,16.87,4.96,27.4,31.25,30.23
1165,180129,常滑,3,一般,2,4,3461,渡邊哲也,6.72,2,0.31,1.54.5,晴,西,6,5,まくり,51,静岡,54,B1,5.09,28.57,4.47,23.33,25.0,35.96
1166,180129,常滑,3,一般,3,2,3745,橋本年光,6.68,3,0.16,1.53.1,晴,西,6,5,まくり,43,兵庫,52,A2,5.79,33.33,6.31,39.22,25.0,43.94
1167,180129,常滑,3,一般,4,1,4773,中川りな,6.6,4,0.17,1.50.4,晴,西,6,5,まくり,24,福岡,49,B1,4.86,33.33,2.56,11.11,29.03,33.85
1168,180129,常滑,3,一般,5,6,3232,山川美由紀,6.66,5,0.22,.,晴,西,6,5,まくり,51,香川,46,A1,6.59,47.86,8.09,70.59,18.75,30.95
1169,180129,常滑,3,一般,6,3,3851,森田昭彦,6.7,6,0.31,1.54.2,晴,西,6,5,まくり,45,福岡,58,B1,3.51,15.38,4.4,40.0,44.12,31.78
1170,180129,常滑,4,一般,1,6,4512,高野哲史,6.72,1,0.2,.,晴,西,6,5,差し,28,兵庫,52,A1,6.51,51.3,7.04,50.0,26.92,19.49
1171,180129,常滑,4,一般,2,4,3616,中村真,6.66,2,0.22,1.55.0,晴,西,6,5,差し,44,福岡,53,A2,5.45,38.24,4.21,17.24,24.24,33.33
1172,180129,常滑,4,一般,3,2,3533,佐川正道,6.63,3,0.16,1.52.9,晴,西,6,5,差し,45,埼玉,49,B1,5.14,31.31,6.55,51.61,43.75,23.73
1173,180129,常滑,4,一般,4,5,4589,塩崎桐加,6.65,4,0.23,.,晴,西,6,5,差し,25,三重,49,B2,7.89,66.67,0.0,0.0,28.0,30.39
1174,180129,常滑,4,一般,5,3,3463,乙津康志,6.64,5,0.14,1.54.1,晴,西,6,5,差し,50,東京,51,A2,5.49,43.2,6.06,49.02,25.81,41.67
1175,180129,常滑,4,一般,6,1,3516,吉原聖人,6.68,6,0.13,1.51.7,晴,西,6,5,差し,50,広島,51,B1,4.39,24.27,5.69,38.89,25.0,36.76
1176,180129,常滑,5,一般,1,1,4236,松村敏,6.7,1,0.09,1.49.6,晴,西,4,3,逃げ,34,福岡,53,A1,7.37,56.78,8.33,80.0,38.71,32.58
1177,180129,常滑,5,一般,2,4,3708,岡部貴司,6.68,2,0.08,1.53.5,晴,西,4,3,逃げ,43,岡山,55,A2,5.47,35.96,6.83,62.5,30.3,26.23
1178,180129,常滑,5,一般,3,3,3656,伯母芳恒,6.72,3,0.1,1.52.3,晴,西,4,3,逃げ,44,東京,53,A1,5.8,39.37,6.94,52.83,33.33,34.11
1179,180129,常滑,5,一般,4,2,3552,片山竜輔,6.66,4,0.23,1.50.8,晴,西,4,3,逃げ,46,岡山,53,A2,5.4,36.89,4.64,28.57,65.0,31.25
1180,180129,常滑,5,一般,5,6,4660,宇田川信一,6.7,5,0.26,.,晴,西,4,3,逃げ,26,東京,51,B1,4.5,20.59,4.33,33.33,29.03,34.85
1181,180129,常滑,5,一般,6,5,4215,吉島祥之,6.73,6,0.32,.,晴,西,4,3,逃げ,33,愛知,55,A2,5.61,35.94,6.82,56.0,19.23,33.06
1182,180129,常滑,6,一般,1,2,3990,芹澤克彦,6.76,1,0.41,1.52.5,晴,西,5,4,まくり差し,39,静岡,51,A2,5.73,37.69,5.71,39.47,47.37,22.0
1183,180129,常滑,6,一般,2,5,3519,冨田秀幸,6.77,2,0.32,.,晴,西,5,4,まくり差し,49,愛知,50,B2,3.14,14.29,5.06,19.23,15.63,23.85
1184,180129,常滑,6,一般,3,4,3604,武藤綾子,6.77,3,0.39,1.55.5,晴,西,5,4,まくり差し,47,福岡,48,B1,4.87,25.93,4.61,17.86,26.92,30.08
1185,180129,常滑,6,一般,4,3,4310,横家翔一,6.71,4,0.26,1.53.8,晴,西,5,4,まくり差し,34,愛知,55,B1,3.5,16.0,4.0,18.18,26.67,18.37
1186,180129,常滑,6,一般,5,1,4897,深見亜由美,6.72,5,0.34,1.50.9,晴,西,5,4,まくり差し,26,愛知,45,B1,2.3,3.77,2.48,6.45,21.43,36.57
1187,180129,常滑,6,一般,6,6,5013,山下夏鈴,6.81,6,0.33,.,晴,西,5,4,まくり差し,20,三重,45,B2,1.13,0.0,0.0,0.0,13.33,47.33
1188,180129,常滑,7,一般,1,1,3232,山川美由紀,6.69,1,0.12,1.49.4,晴,西,4,3,逃げ,51,香川,46,A1,6.59,47.86,8.09,70.59,18.75,30.95
1189,180129,常滑,7,一般,2,2,4105,松下直也,6.72,2,0.14,1.51.0,晴,西,4,3,逃げ,38,兵庫,51,B1,5.0,28.44,5.35,39.53,32.26,42.11
1190,180129,常滑,7,一般,3,6,4077,品田直樹,6.66,3,0.14,.,晴,西,4,3,逃げ,39,東京,50,B1,5.04,28.71,4.86,25.71,46.43,23.08
1191,180129,常滑,7,一般,4,5,3771,折下寛法,6.77,4,0.07,.,晴,西,4,3,逃げ,43,東京,53,A2,5.92,44.34,6.54,58.33,25.0,29.75
1192,180129,常滑,7,一般,5,4,4581,吉村誠,6.71,5,0.05,1.53.5,晴,西,4,3,逃げ,28,静岡,50,B1,5.47,35.8,5.7,37.04,32.14,45.8
1193,180129,常滑,7,一般,6,3,4678,水野望美,6.72,6,0.07,1.52.6,晴,西,4,3,逃げ,29,愛知,45,B1,5.15,24.05,5.19,31.13,31.25,31.25
1194,180129,常滑,8,一般,1,1,3579,中里優子,6.76,1,0.14,1.51.0,晴,西,4,3,逃げ,45,埼玉,49,A2,5.61,40.23,5.84,41.82,44.44,28.13
